DWA_ID,pct,global_2026_pct,pct_automation,pct_augmentation,pct_other,Task_Name,IWA_ID_dup,AIOE,i.Task_Name,DWA_ID_dup,V1,V2,V3,action,percent_pct,percent_pct_2026,percent_V1,percent_aioe,Community,Nonprofit
4.A.1.a.1.I04.D01,0.016227830523933,0.030155076917619,0.00626517507569564,0.0063678828638218,0.00359477258441553,Obtain property information.,4.A.1.a.1.I04.D01,6.47016360894687,Obtain property information.,4.A.1.a.1.I04.D01,3.38166666666667,Obtain property information.,4.A.1.a.1.I04.D01,Obtain,0.512843224092117,0.663418954827281,0.296722763507529,0.672276350752879,Not Community,Others
4.A.1.a.1.I04.D02,0.0122222267870128,0.0172948235262815,0.00164332461001853,0.00790849968571417,0.00267040249128011,Use databases to locate investigation details or other information.,4.A.1.a.1.I04.D02,6.27610951727523,Use databases to locate investigation details or other information.,4.A.1.a.1.I04.D02,4.01416666666667,Use databases to locate investigation details or other information.,4.A.1.a.1.I04.D02,Use,0.443755535872454,0.544729849424269,0.91496899911426,0.396811337466785,Not Community,Others
4.A.1.a.1.I04.D03,0.240438932003336,0.173391692276309,0.0496078616649343,0.176143856636361,0.0146872137020406,Search information sources to find specific data.,4.A.1.a.1.I04.D03,6.43186845367403,Search information sources to find specific data.,4.A.1.a.1.I04.D03,2.96571428571429,Search information sources to find specific data.,4.A.1.a.1.I04.D03,Search,0.913197519929141,0.892825509300266,0.0310008857395926,0.609388839681134,Not Community,Others
4.A.1.a.1.I04.D04,0.00647059065194796,0.00498889140181197,0,0.00154061682189237,0.00492997383005559,Gather financial records.,4.A.1.a.1.I04.D04,6.57731764008527,Gather financial records.,4.A.1.a.1.I04.D04,3.6325,Gather financial records.,4.A.1.a.1.I04.D04,Gather,0.297608503100089,0.325066430469442,0.635961027457927,0.859167404782994,Not Community,Others
4.A.1.a.1.I04.D05,0.109589209930611,0.24024283706059,0.0262931937602965,0.0759010554252308,0.00739496074508338,Retrieve information from electronic sources.,4.A.1.a.1.I04.D05,6.54777981899924,Retrieve information from electronic sources.,4.A.1.a.1.I04.D05,3.52,Retrieve information from electronic sources.,4.A.1.a.1.I04.D05,Retrieve,0.853852967227635,0.922054915854739,0.481842338352524,0.813108945969885,Not Community,Others
4.A.1.a.1.I04.D07,0.1884687912115,0.47959876009419,0.0495051538768082,0.114930014913171,0.024033622421521,"Search files, databases or reference materials to obtain needed information.",4.A.1.a.1.I04.D07,6.53819418894997,"Search files, databases or reference materials to obtain needed information.",4.A.1.a.1.I04.D07,3.65913793103448,"Search files, databases or reference materials to obtain needed information.",4.A.1.a.1.I04.D07,Search,0.900797165633304,0.96014171833481,0.670504871567759,0.787422497785651,Not Community,Others
4.A.1.a.1.I04.D08,0.0665546467057504,0.211861588196948,0.0233146679046379,0.0371802193016692,0.00605975949944333,Collect archival data.,4.A.1.a.1.I04.D08,6.4390463106102,Collect archival data.,4.A.1.a.1.I04.D08,3.36,Collect archival data.,4.A.1.a.1.I04.D08,Collect,0.775907883082374,0.906111603188663,0.277236492471213,0.619131975199291,Not Community,Others
4.A.1.a.1.I05.D01,0.0328664922003706,0.0196229728471271,0.00975723987198501,0.0198226031083485,0.00328664922003706,Evaluate information related to legal matters in public or personal records.,4.A.1.a.1.I05.D01,6.67024310072767,Evaluate information related to legal matters in public or personal records.,4.A.1.a.1.I05.D01,3.9409375,Evaluate information related to legal matters in public or personal records.,4.A.1.a.1.I05.D01,Evaluate,0.657218777679362,0.568644818423384,0.895482728077945,0.986713906111603,Not Community,Others
4.A.1.a.1.I05.D02,0.0846312174159542,0.0566516334739092,0.0223902978115025,0.0503268161818174,0.0119141034226343,Research relevant legal materials to aid decision making.,4.A.1.a.1.I05.D02,6.67503982735053,Research relevant legal materials to aid decision making.,4.A.1.a.1.I05.D02,3.95791666666667,Research relevant legal materials to aid decision making.,4.A.1.a.1.I05.D02,Research,0.815766164747564,0.768821966341896,0.899911426040744,0.990256864481842,Not Community,Others
4.A.1.a.1.I06.D01,0.100345508999256,0.142127972824954,0.031839414319109,0.0586461470200362,0.00985994766011117,Gather organizational performance information.,4.A.1.a.1.I06.D01,6.66457015646513,Gather organizational performance information.,4.A.1.a.1.I06.D01,3.305,Gather organizational performance information.,4.A.1.a.1.I06.D01,Gather,0.840566873339238,0.877767936226749,0.219663418954827,0.979627989371125,Not Community,Others
4.A.1.a.1.I06.D04,0.00174603239814469,0.00199555656072479,0,0,0.00174603239814469,Collect data about project sites.,4.A.1.a.1.I06.D04,6.36307399303695,Collect data about project sites.,4.A.1.a.1.I06.D04,3.4275,Collect data about project sites.,4.A.1.a.1.I06.D04,Collect,0.0531443755535872,0.201062887511072,0.349867139061116,0.488042515500443,Not Community,Others
4.A.1.a.1.I07.D01,0.00267040249128011,0.00277160633433998,0,0,0.00267040249128011,Obtain information about goods or services.,4.A.1.a.1.I07.D01,6.62717896646314,Obtain information about goods or services.,4.A.1.a.1.I07.D01,3.37681818181818,Obtain information about goods or services.,4.A.1.a.1.I07.D01,Obtain,0.135518157661648,0.255093002657219,0.289636846767051,0.935341009743136,Not Community,Others
4.A.1.a.1.I08.D01,0.00554622055881253,0.00310419909446078,0,0.00267040249128011,0.00287581806753242,Research hydrologic features or processes.,4.A.1.a.1.I08.D01,6.3317591743359,Research hydrologic features or processes.,4.A.1.a.1.I08.D01,3.464,Research hydrologic features or processes.,4.A.1.a.1.I08.D01,Research,0.263950398582817,0.262178919397697,0.400354295837024,0.446412754650133,Not Community,Others
4.A.1.a.1.I08.D03,0.0186928174389608,0.0110864253373599,0,0.00749766853320954,0.0111951489057512,Conduct climatological research.,4.A.1.a.1.I08.D03,6.56932219252181,Conduct climatological research.,4.A.1.a.1.I08.D03,3.42933333333333,Conduct climatological research.,4.A.1.a.1.I08.D03,Conduct,0.551815766164748,0.474756421612046,0.356067316209035,0.844109831709477,Not Community,Others
4.A.1.a.1.I09.D03,0.016227830523933,0.0194012443403799,0.00462185046567711,0.00472455825380327,0.00688142180445259,Conduct scientific research of organizational behavior or processes.,4.A.1.a.1.I09.D03,6.66176033282334,Conduct scientific research of organizational behavior or processes.,4.A.1.a.1.I09.D03,3.7595,Conduct scientific research of organizational behavior or processes.,4.A.1.a.1.I09.D03,Conduct,0.512843224092117,0.565101860053144,0.79185119574845,0.976970770593445,Not Community,Others
4.A.1.a.1.I10.D01,0.00164332461001853,0,0,0,0.00164332461001853,Research impacts of environmental conservation initiatives.,4.A.1.a.1.I10.D01,6.42373220479417,Research impacts of environmental conservation initiatives.,4.A.1.a.1.I10.D01,3.16375,Research impacts of environmental conservation initiatives.,4.A.1.a.1.I10.D01,Research,0.0380868024800709,0.163861824623561,0.121346324180691,0.592559787422498,Not Community,Others
4.A.1.a.1.I10.D02,0.00164332461001853,0,0,0,0.00164332461001853,Research issues related to the environment or sustainable business practices.,4.A.1.a.1.I10.D02,6.42826112333033,Research issues related to the environment or sustainable business practices.,4.A.1.a.1.I10.D02,3.1134375,Research issues related to the environment or sustainable business practices.,4.A.1.a.1.I10.D02,Research,0.0380868024800709,0.163861824623561,0.0912311780336581,0.598759964570416,Not Community,Others
4.A.1.a.1.I10.D03,0.00184874018627084,0,0,0,0.00184874018627084,Investigate the environmental impact of projects.,4.A.1.a.1.I10.D03,6.49182990087285,Investigate the environmental impact of projects.,4.A.1.a.1.I10.D03,3.72907407407407,Investigate the environmental impact of projects.,4.A.1.a.1.I10.D03,Investigate,0.0637732506643047,0.163861824623561,0.757307351638618,0.700620017714792,Not Community,Others
4.A.1.a.1.I10.D05,0.0183846940745823,0,0.00462185046567711,0.0104761943888681,0.00328664922003706,Research environmental impact of industrial or development activities.,4.A.1.a.1.I10.D05,6.53742637347597,Research environmental impact of industrial or development activities.,4.A.1.a.1.I10.D05,3.26941176470588,Research environmental impact of industrial or development activities.,4.A.1.a.1.I10.D05,Research,0.544729849424269,0.163861824623561,0.188662533215235,0.784765279007972,Not Community,Others
4.A.1.a.1.I10.D06,0.00585434392319101,0,0,0.00462185046567711,0.0012324934575139,Identify environmental concerns.,4.A.1.a.1.I10.D06,6.59808439438953,Identify environmental concerns.,4.A.1.a.1.I10.D06,3.22857142857143,Identify environmental concerns.,4.A.1.a.1.I10.D06,Identify,0.277236492471213,0.163861824623561,0.155890168290523,0.899911426040744,Not Community,Others
4.A.1.a.1.I11.D01,0.00523809719443406,0.0135254389115791,0,0.0031839414319109,0.00205415576252316,Gather information for news stories.,4.A.1.a.1.I11.D01,6.58074687074962,Gather information for news stories.,4.A.1.a.1.I11.D01,3.75184210526316,Gather information for news stories.,4.A.1.a.1.I11.D01,Gather,0.2488928255093,0.5022143489814,0.783879539415412,0.868024800708592,Not Community,Others
4.A.1.a.1.I12.D01,0.0167413694645638,0.00920173303000874,0,0.00893557756697575,0.00780579189758801,Gather medical information from patient histories.,4.A.1.a.1.I12.D01,6.19727233943207,Gather medical information from patient histories.,4.A.1.a.1.I12.D01,3.86018518518519,Gather medical information from patient histories.,4.A.1.a.1.I12.D01,Gather,0.522586359610275,0.431355181576616,0.868024800708592,0.328609388839681,Not Community,Others
4.A.1.a.1.I12.D02,0.0269094404890534,0.0455652081365493,0.00246498691502779,0.0129411813038959,0.0115032722701297,"Collect medical information from patients, family members, or other medical professionals.",4.A.1.a.1.I12.D02,6.17996588715193,"Collect medical information from patients, family members, or other medical professionals.",4.A.1.a.1.I12.D02,4.03346774193548,"Collect medical information from patients, family members, or other medical professionals.",4.A.1.a.1.I12.D02,Collect,0.621789193976971,0.731620903454385,0.919397697077059,0.312666076173605,Not Community,Others
4.A.1.a.1.I12.D03,0.0380018816066785,0.101440791836843,0.00585434392319101,0.022082174447124,0.0100653632363635,"Collect information from people through observation, interviews, or surveys.",4.A.1.a.1.I12.D03,6.58249727882805,"Collect information from people through observation, interviews, or surveys.",4.A.1.a.1.I12.D03,3.51166666666667,"Collect information from people through observation, interviews, or surveys.",4.A.1.a.1.I12.D03,Collect,0.682019486271036,0.838795394154119,0.468556244464128,0.87333923826395,Not Community,Others
4.A.1.a.1.I12.D04,0.00739496074508338,0.0106429683238655,0.001951447974397,0.00164332461001853,0.00380018816066785,Collect information about clients.,4.A.1.a.1.I12.D04,6.50825087324353,Collect information about clients.,4.A.1.a.1.I12.D04,3.24214285714286,Collect information about clients.,4.A.1.a.1.I12.D04,Collect,0.320637732506643,0.466784765279008,0.16651904340124,0.729849424269265,Community,Nonprofit
4.A.1.a.1.I13.D01,0.00688142180445259,0.00509975565518557,0,0.001951447974397,0.00492997383005559,Research livestock management methods.,4.A.1.a.1.I13.D01,6.40753380847834,Research livestock management methods.,4.A.1.a.1.I13.D01,3.355,Research livestock management methods.,4.A.1.a.1.I13.D01,Research,0.310008857395926,0.330380868024801,0.273693534100974,0.565101860053144,Not Community,Others
4.A.1.a.1.I13.D02,0.0126330579395174,0.0136363031649527,0.00482726604192943,0.00492997383005559,0.00287581806753242,Research crop management methods.,4.A.1.a.1.I13.D02,6.1848157668885,Research crop management methods.,4.A.1.a.1.I13.D02,3.50625,Research crop management methods.,4.A.1.a.1.I13.D02,Research,0.451727192205492,0.503985828166519,0.45969884853853,0.317980513728964,Not Community,Others
4.A.1.a.1.I14.D01,0.0164332461001853,0.00942346153675593,0.00718954516883106,0.00451914267755095,0.00472455825380327,Conduct market research.,4.A.1.a.1.I14.D01,6.46648719407875,Conduct market research.,4.A.1.a.1.I14.D01,3.52611111111111,Conduct market research.,4.A.1.a.1.I14.D01,Conduct,0.519043401240035,0.437555358724535,0.493356953055802,0.662533215234721,Not Community,Others
4.A.1.a.1.I14.D02,0.115546261641928,0.266406800856759,0.0161251227358068,0.0414939464029678,0.0579271925031531,Gather customer or product information to determine customer needs.,4.A.1.a.1.I14.D02,6.40956493438283,Gather customer or product information to determine customer needs.,4.A.1.a.1.I14.D02,3.42314285714286,Gather customer or product information to determine customer needs.,4.A.1.a.1.I14.D02,Gather,0.856510186005315,0.931798051372896,0.345438441098317,0.571302037201063,Not Community,Others
4.A.1.a.1.I14.D03,0.00338935700816322,0.00521061990855916,0.001951447974397,0,0.00143790903376621,Obtain personal or financial information about customers or applicants.,4.A.1.a.1.I14.D03,6.52064307082739,Obtain personal or financial information about customers or applicants.,4.A.1.a.1.I14.D03,3.65681818181818,Obtain personal or financial information about customers or applicants.,4.A.1.a.1.I14.D03,Obtain,0.178033658104517,0.335695305580159,0.66696191319752,0.752878653675819,Not Community,Others
4.A.1.a.1.I14.D04,0.0170494928289422,0.0498889140181197,0.00544351277068638,0.00729225295695722,0.00431372710129864,Conduct opinion surveys or needs assessments.,4.A.1.a.1.I14.D04,6.40850119900021,Conduct opinion surveys or needs assessments.,4.A.1.a.1.I14.D04,3.12264705882353,Conduct opinion surveys or needs assessments.,4.A.1.a.1.I14.D04,Conduct,0.530558015943313,0.745792736935341,0.103631532329495,0.568644818423384,Community,Nonprofit
4.A.1.a.1.I14.D05,0.00421101931317248,0.00376938461470237,0,0,0.00421101931317248,Collect data about customer needs.,4.A.1.a.1.I14.D05,6.58004294270577,Collect data about customer needs.,4.A.1.a.1.I14.D05,3.62444444444444,Collect data about customer needs.,4.A.1.a.1.I14.D05,Collect,0.211691762621789,0.289636846767051,0.62533215234721,0.866253321523472,Not Community,Others
4.A.1.a.1.I15.D01,0.0031839414319109,0.00509975565518557,0,0,0.0031839414319109,Observe individuals' activities to gather information or compile evidence.,4.A.1.a.1.I15.D01,6.13272144133225,Observe individuals' activities to gather information or compile evidence.,4.A.1.a.1.I15.D01,4.03133333333333,Observe individuals' activities to gather information or compile evidence.,4.A.1.a.1.I15.D01,Observe,0.160318866253322,0.330380868024801,0.918511957484499,0.284322409211692,Not Community,Others
4.A.1.a.1.I16.D01,0.0818581071365479,0.0557647194469204,0.0165359538883114,0.0451914267755095,0.020130726472727,Research genetic characteristics or expression.,4.A.1.a.1.I16.D01,6.44541906216112,Research genetic characteristics or expression.,4.A.1.a.1.I16.D01,3.73552631578947,Research genetic characteristics or expression.,4.A.1.a.1.I16.D01,Research,0.806023029229407,0.763507528786537,0.765279007971656,0.632418069087688,Not Community,Others
4.A.1.a.1.I16.D02,0.029887966344712,0.00964519004350313,0.00164332461001853,0.0224930055996286,0.00575163613506485,Research diseases or parasites.,4.A.1.a.1.I16.D02,6.44445621220829,Research diseases or parasites.,4.A.1.a.1.I16.D02,3.841,Research diseases or parasites.,4.A.1.a.1.I16.D02,Research,0.641275465013286,0.444641275465013,0.853852967227635,0.629760850310009,Not Community,Others
4.A.1.a.1.I16.D03,0.00246498691502779,0,0,0,0.00246498691502779,Conduct research of processes in natural or industrial ecosystems.,4.A.1.a.1.I16.D03,6.32736715785586,Conduct research of processes in natural or industrial ecosystems.,4.A.1.a.1.I16.D03,3.554375,Conduct research of processes in natural or industrial ecosystems.,4.A.1.a.1.I16.D03,Conduct,0.122232063773251,0.163861824623561,0.534100974313552,0.441984056687334,Not Community,Others
4.A.1.a.1.I16.D04,0.164435168789979,0.115853144775411,0.0404668685217063,0.113492105879405,0.0104761943888681,Research microbiological or chemical processes or structures.,4.A.1.a.1.I16.D04,6.38049658459093,Research microbiological or chemical processes or structures.,4.A.1.a.1.I16.D04,3.97088235294118,Research microbiological or chemical processes or structures.,4.A.1.a.1.I16.D04,Research,0.895482728077945,0.860053144375554,0.906111603188663,0.517271922054916,Not Community,Others
4.A.1.a.1.I16.D05,0.043548102165491,0.0757202850541683,0.0153034604307975,0.0223902978115025,0.00585434392319101,Classify organisms based on their characteristics or behavior.,4.A.1.a.1.I16.D05,6.44093112652134,Classify organisms based on their characteristics or behavior.,4.A.1.a.1.I16.D05,3.80416666666667,Classify organisms based on their characteristics or behavior.,4.A.1.a.1.I16.D05,Classify,0.713020372010629,0.804251550044287,0.8325952170062,0.62444641275465,Not Community,Others
4.A.1.a.1.I16.D06,0.0469374591736542,0.0409089094948581,0.0116059800582559,0.0275256872178104,0.00780579189758801,Examine characteristics or behavior of living organisms.,4.A.1.a.1.I16.D06,6.18385522488872,Examine characteristics or behavior of living organisms.,4.A.1.a.1.I16.D06,3.871875,Examine characteristics or behavior of living organisms.,4.A.1.a.1.I16.D06,Examine,0.723649247121346,0.711248892825509,0.87511071744907,0.316209034543844,Not Community,Others
4.A.1.a.1.I18.D01,0.101680710244896,0.0155209954723039,0.0216713432946193,0.065014029883858,0.0149953370664191,Conduct anthropological or archaeological research.,4.A.1.a.1.I18.D01,6.29355281095335,Conduct anthropological or archaeological research.,4.A.1.a.1.I18.D01,3.34722222222222,Conduct anthropological or archaeological research.,4.A.1.a.1.I18.D01,Conduct,0.841452612931798,0.526129317980514,0.264836138175376,0.410097431355182,Not Community,Others
4.A.1.a.1.I18.D02,0.139888007427827,0.0712857149192243,0.0403641607335801,0.0893557756697575,0.0101680710244896,Conduct historical research.,4.A.1.a.1.I18.D02,6.4816117783428,Conduct historical research.,4.A.1.a.1.I18.D02,2.986875,Conduct historical research.,4.A.1.a.1.I18.D02,Conduct,0.879539415411869,0.799822852081488,0.0327723649247121,0.684676705048716,Not Community,Others
4.A.1.a.1.I18.D03,0.492894675217432,0.108092647039259,0.145742351351018,0.330924493342481,0.016227830523933,Conduct research on social issues.,4.A.1.a.1.I18.D03,6.65749254539233,Conduct research on social issues.,4.A.1.a.1.I18.D03,3.21166666666667,Conduct research on social issues.,4.A.1.a.1.I18.D03,Conduct,0.965456155890168,0.851195748449956,0.147032772364925,0.967227635075288,Community,Nonprofit
4.A.1.a.1.I18.D04,0.0076003763213357,0.0107538325772391,0,0.00585434392319101,0.00174603239814469,Research social issues.,4.A.1.a.1.I18.D04,6.46771518787132,Research social issues.,4.A.1.a.1.I18.D04,3.288,Research social issues.,4.A.1.a.1.I18.D04,Research,0.326837909654562,0.467670504871568,0.203720106288751,0.6651904340124,Not Community,Others
4.A.1.a.1.I19.D01,0.0696358803495351,0.0280486561035206,0.0138655513970313,0.0404668685217063,0.0153034604307975,Conduct research to increase knowledge about medical issues.,4.A.1.a.1.I19.D01,6.26146542616589,Conduct research to increase knowledge about medical issues.,4.A.1.a.1.I19.D01,4.01483870967742,Conduct research to increase knowledge about medical issues.,4.A.1.a.1.I19.D01,Conduct,0.781222320637733,0.642161204605846,0.91585473870682,0.382639503985828,Not Community,Others
4.A.1.a.1.I20.D01,0.0137628436089052,0.0167405022594135,0,0.00359477258441553,0.0101680710244896,Research engineering aspects of biological or chemical processes.,4.A.1.a.1.I20.D01,6.42289596372468,Research engineering aspects of biological or chemical processes.,4.A.1.a.1.I20.D01,3.82725,Research engineering aspects of biological or chemical processes.,4.A.1.a.1.I20.D01,Research,0.478299379982285,0.54030115146147,0.848538529672277,0.591674047829938,Not Community,Others
4.A.1.a.1.I20.D02,0.0306069208615951,0.0151884027121831,0.00369748037254169,0.0153034604307975,0.0116059800582559,Research engineering applications of emerging technologies.,4.A.1.a.1.I20.D02,6.45311841046921,Research engineering applications of emerging technologies.,4.A.1.a.1.I20.D02,3.57,Research engineering applications of emerging technologies.,4.A.1.a.1.I20.D02,Research,0.647475642161205,0.525243578387954,0.561558901682905,0.643932683790966,Not Community,Others
4.A.1.a.1.I20.D03,0.00595705171131717,0.00199555656072479,0,0.00205415576252316,0.00390289594879401,Research design or application of green technologies.,4.A.1.a.1.I20.D03,6.44657365384949,Research design or application of green technologies.,4.A.1.a.1.I20.D03,3.539375,Research design or application of green technologies.,4.A.1.a.1.I20.D03,Research,0.282550930026572,0.201062887511072,0.519043401240035,0.635075287865368,Not Community,Others
4.A.1.a.1.I20.D04,0.0521755563680883,0.082150411749837,0.00739496074508338,0.0361531414204076,0.00862745420259728,Conduct research to gain information about products or processes.,4.A.1.a.1.I20.D04,6.4519892162608,Conduct research to gain information about products or processes.,4.A.1.a.1.I20.D04,3.58861111111111,Conduct research to gain information about products or processes.,4.A.1.a.1.I20.D04,Conduct,0.744906997342781,0.814880425155005,0.58281665190434,0.643046944198406,Not Community,Others
4.A.1.a.1.I20.D05,0.0166386616764376,0.00521061990855916,0,0.00729225295695722,0.00934640871948038,Research advanced engineering designs or applications.,4.A.1.a.1.I20.D05,6.40255300304939,Research advanced engineering designs or applications.,4.A.1.a.1.I20.D05,3.8890625,Research advanced engineering designs or applications.,4.A.1.a.1.I20.D05,Research,0.521700620017715,0.335695305580159,0.878653675819309,0.555358724534987,Not Community,Others
